,Returns,Volatility,Sharpe Ratio,Rebalance Frequency
0,174.13421332272952,66.23318303935464,1.8537284663798064,1
1,178.47549456599418,66.41980284119087,1.8737952340987771,2
2,176.9330994430856,66.55189336815866,1.8629860030748655,3
3,185.6473438418915,66.67646191722848,1.9071193909597763,4
4,186.1077296824934,66.84434701667999,1.90629773705927,5
5,187.5194834828278,67.23830043557952,1.9058990958657898,6
6,181.39544110770998,66.80140010219948,1.8821726296427796,7
7,189.02442400725025,67.88230119985884,1.901314072859655,8
8,182.18563522374592,67.38319487961496,1.8751097339415654,9
9,183.4649702530391,67.34868560427579,1.8826568150474927,10
10,182.93823399423718,67.63633680586764,1.8747926777933428,11
11,188.9718888141219,67.81295691636582,1.9017547045421863,12
12,187.9714858216774,67.74018578514763,1.8987592771696336,13
13,195.17150481709317,67.20548303986392,1.945884534865151,14
14,198.55326206235432,68.4100849435516,1.9385769163962552,15
15,201.83760480356034,68.65029978308917,1.95059238564737,16
16,207.248142720365,68.14201489241127,1.9865587794483783,17
17,192.74595190944007,69.05477343922979,1.8975091224073213,18
18,202.61282364756045,68.9693340023271,1.9473096079571262,19
19,205.90477979658678,69.36086425175377,1.9560460564530517,20
20,211.85301229031035,69.21904114014788,1.9861628892316758,21
21,197.06046385891284,69.48831234456169,1.9120152697269044,22
22,200.33324965413817,69.34559714470647,1.9306533303632236,23
23,201.4188051497348,69.43493340132669,1.9328155046135846,24
24,205.36466508075782,68.86988794251683,1.9626511810144232,25
25,211.85509795027895,69.51139503132,1.9807382703041514,26
26,200.43060669030686,69.06493325494178,1.9358797743329696,27
27,217.03429343984973,69.50799711782453,2.0039047481067573,28
28,201.50938989080817,70.50500113620396,1.9146325242415272,29
29,213.71765256931394,70.83604628877626,1.9643362927538832,30
30,203.73941794961254,70.70293292859677,1.9219475744330672,31
31,218.72290449392855,71.30701316120181,1.978458648214404,32
32,210.9947882773942,70.40418273963314,1.96078182885938,33
33,234.55794250626573,70.59417938881948,2.0610987974104598,34
34,216.0788580658356,70.54914055634266,1.981390849795238,35
35,203.44914677885703,70.18765851388005,1.9295205876200283,36
36,201.1892806223848,69.85891702629034,1.9248678742600294,37
37,212.1665025609115,70.88678681559479,1.956776499472082,38
38,213.56790761093637,70.08780242124939,1.9785847760772406,39
39,199.62944763493294,70.60707456218007,1.9039329100580689,40
40,210.3227690502681,70.42219227878853,1.956267367263981,41
41,234.74220181519647,71.51563250412542,2.041894579298639,42
42,208.49425760447943,71.58214542563086,1.9272082490148108,43
43,196.59222203050115,72.46837869254834,1.8591368167704754,44
44,198.64648750504895,71.92960514600578,1.877604266977431,45
45,209.38869917343519,71.47916432507874,1.9332781043508531,46
46,222.99476692580993,72.75029327827262,1.9698944220131687,47
47,225.19390721783222,73.30882262525947,1.9700112716409501,48
48,232.89409710958688,73.01650360951206,2.008520321743344,49
49,228.14341925492556,73.1190375731866,1.9862087786132527,50
50,240.18577412233714,73.32780402217485,2.0301397919720126,51
51,241.10846171744987,73.04062451454591,2.039803752749402,52
52,251.2388681790634,73.78176188404628,2.066585559051708,53
53,233.6234262526676,73.4208145487679,2.003291782572923,54
54,233.792591182845,74.2005069004444,1.9901462675139119,55
55,236.9234575053003,74.09230702363642,2.0054471600715034,56
56,233.8006688195412,74.6587681920354,1.9831051135623745,57
57,244.4240746377722,73.72654724422974,2.040392431495115,58
58,242.48453415162467,75.36708194860383,2.0024649927948577,59
59,246.17245387487984,73.70461650846588,2.048517144098509,60
60,253.70693369475524,74.63524614406944,2.060608539529032,61
61,218.49604003774536,74.75569082201677,1.9184133331874482,62
62,208.27578234995596,74.26945627599035,1.8833816535915786,63
63,207.32242501023313,75.13805557388889,1.8653799624967624,64
64,212.08908613464516,74.5049411293788,1.8972978515354015,65
65,204.04569842769567,74.45988365753549,1.8624882026525196,66
66,198.24356999494051,73.72601209563267,1.8477501056637564,67
67,212.69936262688472,74.678748733502,1.8952819342832818,68
68,225.24655238492545,75.67728684458831,1.9282771068924462,69
69,230.4213008438416,74.54812451799341,1.9692723546316215,70
70,212.8806914398401,73.11540236227053,1.918357848101297,71
71,207.3357357318139,72.05300132150747,1.914535476540405,72
72,203.87391111887382,72.61643306346122,1.8910375038826097,73
73,203.63320662704098,72.79546737499977,1.8863066451423138,74
74,209.8323998052086,73.60608308778365,1.8998423139231124,75
75,220.0576232337427,74.21656501333453,1.9338576110283363,76
76,209.90215057046976,73.87139743877368,1.8956160411277314,77
77,214.7032163977831,72.77472490137778,1.9356590933015574,78
78,203.8401744501991,72.70852930211814,1.8881828522574229,79
79,208.22348293881575,73.05898087683029,1.9020283561161933,80
80,217.2178036291935,72.9121236624949,1.9417854568871091,81
81,228.74818760118006,74.43124846107716,1.961510131516647,82
82,227.6620813350982,74.36486731287792,1.9579539944378013,83
83,255.67437251692402,75.1850285096281,2.0531576199345323,84
84,243.23114322327672,74.81758528468121,2.0125134315873856,85
85,233.62573746862364,77.15730771532102,1.9378069308587633,86
86,216.03800828043535,77.03221596890165,1.8708894588322067,87
87,206.70077893790258,77.33841702976419,1.8282970028351984,88
88,194.49958256192704,76.85902469199256,1.7829061596286384,89
89,191.08212977149856,73.90865982323722,1.8106405951908648,90
90,205.35708620447036,74.02654817157264,1.872844277055841,91
91,210.83953365089593,73.1494513633243,1.9111379252375555,92
92,204.1373763658168,73.74239417744081,1.8712565795399216,93
93,201.8713880667021,74.10875360343904,1.8549567026194096,94
94,205.94619708835452,74.34981427622712,1.8701919345967168,95
95,214.33274660662644,74.72087561868564,1.900491973805078,96
96,220.48777420802764,74.4524276593124,1.9319944821087938,97
97,229.13400338761392,74.53144373870022,1.967090537806336,98
98,228.72309505935488,74.90293913293038,1.9586945204727382,99
99,233.5319047334377,75.05663476748231,1.9752555057677978,100
100,235.7624246920859,74.88963296427127,1.9862400055433223,101
101,253.05166336869922,76.67176141963472,2.020081929508745,102
102,250.74003820265477,77.35784435425853,1.9980067056351092,103
103,251.85317648037767,76.77953452741875,2.012620755965892,104
104,275.2714909607013,77.22461798572678,2.0894465077083564,105
105,283.1703759926972,77.1188642194416,2.117810727477392,106
106,270.40975368133513,76.94422794783948,2.076761680061806,107
107,269.1104522091958,77.596912054963,2.0611897414981373,108
108,275.9174332411108,78.23022027286508,2.073631957362015,109
109,264.6562983649593,78.60444839810125,2.0285079205151835,110
110,250.51672949656617,80.13557957814066,1.9540024596656242,111
111,253.04214420052972,79.93816721630536,1.9659102688915762,112
112,247.18129975413032,79.11144568262411,1.9574909089275347,113
113,251.57641528132282,80.123278250162,1.9580245800218787,114
114,254.8162545764026,80.10490554948888,1.9695189451338189,115
115,236.40574903847477,77.94338354803207,1.9357530871883986,116
116,237.6975136058919,78.15725132715255,1.9384694022045605,117
117,236.57388271233847,78.61902944804753,1.9273079300713145,118
118,217.65767277261196,76.92331402759316,1.8800283217564018,119
119,213.0358929736258,74.7693484456648,1.8955788763325507,120
120,205.40286543356615,75.74405364069051,1.8484187224831146,121
121,205.6468298283859,75.67612997973188,1.8509219335275413,122
122,202.00206317027886,75.93569802707107,1.8312533671252533,123
123,190.6216504580214,77.22535300780761,1.7634308182678058,124
124,190.96889647645122,77.31276591912302,1.7635840224357135,125
125,194.13406624867494,76.48059540821825,1.789108679498123,126
126,194.7430674603767,76.63002757212666,1.7895437510420298,127
127,196.85409588955878,76.50568929766487,1.8006080330842071,128
128,201.0359544312133,75.46075307258975,1.834102904893213,129
129,205.11185924753397,75.41759622893787,1.8530819430646475,130
130,214.06014735631715,75.63170564481297,1.8882762388174903,131
131,208.30086206814465,76.19993524282502,1.8548598282433533,132
132,219.81935906493942,75.69718827338274,1.9105405294103186,133
133,206.9578425593149,75.86529054750324,1.8538260067958667,134
134,221.4947088707347,75.84594739171465,1.9138283046122826,135
135,229.12849786526115,76.95679218572761,1.9271638206021264,136
136,233.8859019705522,77.18094224127671,1.939095443816437,137
137,244.93928488238956,77.18323043210862,1.9807485037295833,138
138,248.91428859303565,77.42288849807967,1.991635409084616,139
139,268.42028661305784,78.15459775286354,2.0490766084954064,140
140,263.6654778934099,77.62719403687245,2.0411445234908734,141
141,254.1671605725372,78.26552801020208,1.9967258332037698,142
142,252.6785691796213,79.58774658622562,1.9707248093732936,143
143,253.7944125900835,79.73888870673338,1.972483249247943,144
144,263.6784071475998,80.6747578664233,1.9917054355350898,145
145,240.27539211783787,80.9507838815393,1.907653107760215,146
146,245.3763096645318,81.1430019573258,1.9233011999447573,147
147,244.45586091638413,82.3562745885463,1.9020449066436298,148
148,253.58396295039785,82.4923648702894,1.9314416967446173,149
149,259.3848635738486,82.60131116636074,1.949500688382389,150
150,272.9362995068067,82.88361699775567,1.9902960975316395,151
151,272.075652757687,83.83214895008958,1.9731284331305146,152
152,276.98330220746345,84.17300581693871,1.983892566360808,153
153,260.78407866998003,83.62812957871166,1.9393508630934235,154
154,242.09849867417913,82.56412035134174,1.8903726752144985,155
155,239.15451344561043,82.60783973524728,1.8801279832304318,156
156,237.18819029659562,82.68903467903608,1.8720663313369437,157
157,239.68778589960706,82.70427095968235,1.8811099369049404,158
158,256.72224877757463,83.07979855120017,1.9348292344929177,159
159,254.9004358972507,83.27015503927223,1.9264076382643007,160
160,248.09869506472188,82.93376546131276,1.907632591684106,161
161,242.75955701832456,83.22304908879373,1.8856970381897789,162
162,245.08241258251186,83.46474535402363,1.8905629278216514,163
163,248.6899341481331,83.71660934005456,1.8996190891553564,164
164,245.88046135669134,83.87981009768092,1.8877009437188172,165
165,242.23079775477814,83.85841597218148,1.8755314401104457,166
166,243.38209617175858,83.88591456077218,1.8790891649647699,167
167,240.94076999080008,84.13385909958139,1.8664635777671008,168
168,232.42810434544006,83.36030209444277,1.8464362883802623,169
169,231.96404623363077,83.70943847290113,1.8403112017689707,170
170,222.2404440630687,84.79649770894879,1.7927868204430888,171
171,209.8368422367195,85.4588333648529,1.7403672467265463,172
172,211.31234960162107,84.7637549420363,1.7543714342825014,173
173,212.23895019790072,84.08499795560084,1.7658822873948348,174
174,208.81512079550063,83.27297142563185,1.762223904721418,175
175,210.53457384369935,83.38036653859042,1.7676477664531636,176
176,208.8876943475834,83.52758826735513,1.75941163439332,177
177,197.16705301108632,81.80319358231068,1.7343411090543088,178
178,197.72773000645176,80.71221209260638,1.7499979585905114,179
179,198.11390443827315,79.2588875652103,1.7705784000991545,180
180,198.41447763989274,79.45927570335878,1.7690037557740461,181
181,201.76041028366018,79.01042557061912,1.788528612499898,182
182,205.780927840349,78.9377926800617,1.8064807810700239,183
183,208.63374600110282,78.44423146179618,1.8247870834659592,184
184,202.6665567402797,78.91590726426038,1.7938450414474612,185
185,203.38283450609475,79.1443119217691,1.793292070351123,186
186,205.9077119056224,79.39433693582961,1.8000659389738822,187
187,211.41556700401844,79.10206883394176,1.826442911201727,188
188,214.771605741974,78.97051672283276,1.8425905196877232,189
189,212.18843042968066,79.35446829256858,1.8273278013057717,190
190,211.80115789800578,79.52660936364792,1.8234136252647966,191
191,214.72619610033266,79.57801098528653,1.8344191442544981,192
192,217.192584605443,79.54729696192392,1.8449866311453473,193
193,213.9024400335916,79.11016842646973,1.838338276212956,194
194,214.75504438501702,79.67266207089945,1.834943874190278,195
195,223.0326301670357,79.57221481360573,1.869088291324561,196
196,224.95386720987852,80.09914780131564,1.8693450281064998,197
197,219.7915474983925,80.18201552875651,1.8480163941434395,198
198,222.87622690473924,80.42167024025953,1.856860611021961,199
199,225.24319530327816,80.41714006854716,1.866038623306144,200
200,215.7917800858254,79.95791355523329,1.835236250133599,201
201,214.19764772641318,81.0288465944351,1.816257684930912,202
202,214.98672455284535,81.22394121824824,1.8156395013066506,203
203,213.20308023016509,81.4947433866797,1.8054628217925013,204
204,225.64792928096628,82.40992899607039,1.8395243048889036,205
205,218.78190730378697,82.73322381926575,1.809707894285401,206
206,220.47356695174298,82.51935444678786,1.819201432904087,207
207,218.68281844049932,82.81315144592382,1.8088158214495638,208
208,228.37033583397965,82.86720321523458,1.8439087098447835,209
209,238.2851772817403,82.98265493928209,1.8782875876067664,210
210,239.74100584700184,82.72864235729963,1.886594239842693,211
211,240.04275039323977,82.47767740714099,1.8907869929372325,212
212,235.593409538695,82.82625397718698,1.870241121923886,213
213,236.06929984219124,82.80982720462882,1.8721382701999523,214
214,238.8439975593902,82.80932997274189,1.8820527761308374,215
215,233.30141506285918,82.94187326412158,1.860674824219155,216
216,227.66372457582094,83.10825545926451,1.8379518132620045,217
217,221.23876537774598,83.01083105337062,1.8153434481754545,218
218,214.21661519149401,83.52060444668807,1.7834932613924288,219
219,215.67787674810407,83.7197192480296,1.7866416254289652,220
220,213.52201443710558,84.01261354538889,1.7752481131469313,221
221,216.25423752468024,84.70321122743735,1.7766486976280385,222
222,214.4725752592934,84.31171278489182,1.7745728811746115,223
223,211.9414213968198,84.44642170836754,1.7637895612739842,224
224,210.89818238867477,84.17256766613768,1.7628501632578364,225
225,206.97879763565746,84.5465374839554,1.743229482665047,226
226,208.05415221007314,84.74517893767903,1.7449430103979677,227
227,206.81777293215538,84.74360943484841,1.7399863969505382,228
228,211.40934467344442,84.55599453864647,1.7594896307999253,229
229,211.61404451144756,84.45537760499288,1.7616468805192038,230
230,209.87351951216957,84.21440890322485,1.7575940942718504,231
231,206.82396309884595,83.82893392006237,1.7499860058722916,232
232,207.75095781899498,83.7559613648886,1.7544323601710279,233
233,210.76754597216438,83.57804763753462,1.7683586112100316,234
234,210.70749890479706,83.61928908783052,1.767761624448114,235
235,213.81621334640886,83.44670950890013,1.7823297051460807,236
