,Returns,Volatility,Sharpe Ratio,Rebalance Frequency
0,176.51145850917058,66.3391330815365,1.8647396360582655,1
1,180.8747585898149,66.53039731205665,1.8845753626245032,2
2,179.52359510009123,66.66194106346019,1.874880701275646,3
3,188.28549890509566,66.78490010633709,1.9187579152493515,4
4,188.73932256094795,66.93601492365569,1.918198122708191,5
5,190.24302541532535,67.35246000784711,1.9177100489046592,6
6,183.92425545283174,66.89155595011997,1.8938172836624183,7
7,191.59662318953713,67.98762710953548,1.9123555893512627,8
8,184.614663176153,67.48433082878807,1.8859362300457225,9
9,186.0466834239444,67.42758650009033,1.894640438695793,10
10,185.24450070476166,67.7431327217693,1.8847974819244888,11
11,191.5838201647421,67.92637745168936,1.9128688479054496,12
12,190.65817959072592,67.84035305664928,1.9105769896937814,13
13,197.8380444335762,67.29367690377995,1.9575134787352373,14
14,201.28642508485686,68.49763909087469,1.9502417207231486,15
15,204.23747625051024,68.72909487080095,1.9606101050149205,16
16,210.14500000266634,68.24615052465087,1.9982399842729919,17
17,195.44556532001053,69.16072607009092,1.9088787776454454,18
18,205.35398475765007,69.05338026799845,1.9588005071515597,19
19,208.80206608078194,69.42997686801556,1.9683265636972012,20
20,214.7327461541917,69.33299196250881,1.9972421278902706,21
21,199.61228457267643,69.57524593763006,1.9227422165700385,22
22,203.17160574281354,69.38755545595784,1.9434624920164805,23
23,203.8381589221187,69.51923743703419,1.942767559704662,24
24,208.37655914615235,68.91654153336577,1.9760248990847082,25
25,214.69686375543534,69.57928859933259,1.9925150253402995,26
26,203.24885936114669,69.15554051195457,1.9476859879105692,27
27,219.78526543550404,69.5589107266875,2.0153537560191226,28
28,204.33616119047295,70.57653678239234,1.9265662653838436,29
29,216.39625390707002,70.90289138860557,1.9751472210573546,30
30,206.68384064548695,70.8019406198892,1.9338343281640973,31
31,221.36059919886765,71.39178046276662,1.988490618563432,32
32,213.8340592892854,70.48757499720193,1.9721466488563681,33
33,237.34234416131983,70.7255377492238,2.0702200303865603,34
34,218.6056564678396,70.57925854524728,1.9921490558078534,35
35,206.29352622999576,70.28969702881157,1.9409714950533508,36
36,203.91710896813385,69.98178270144963,1.935546967512949,37
37,215.18684298835865,70.99934301690053,1.9683247791584952,38
38,216.6403354624372,70.14124712260659,1.9915214371975625,39
39,202.67604144999987,70.67452304828046,1.9170845027261973,40
40,213.43857663729432,70.53460020537435,1.9684017178876954,41
41,237.77018739656816,71.63927784113223,2.052131054943859,42
42,211.632184988273,71.62880657226077,1.9405747327447724,43
43,199.5416008327484,72.56841823230374,1.8711838148100115,44
44,201.59999139097616,72.02793624848167,1.889643327491436,45
45,212.5128047636073,71.542385323148,1.946216138212694,46
46,226.1103428712762,72.82851412880463,1.9817148270071698,47
47,228.51972213451637,73.37275739240478,1.9828321493171495,48
48,236.42407852552174,73.06847484241972,2.022053846080792,49
49,231.40694621048618,73.16771633694543,1.9989100155809312,50
50,243.26195791981365,73.45523718080024,2.0400634028016613,51
51,244.57502601602616,73.10873253279348,2.052396885587205,52
52,254.9804193058704,73.8597780006272,2.0795414395281173,53
53,236.87568492843675,73.52457151784074,2.014670491555438,54
54,237.0918867777975,74.2230086929307,2.0030784152142482,55
55,240.27930748136535,74.09626601163282,2.018771579889141,56
56,237.08171960099645,74.75235930088851,1.9946428768097106,57
57,248.09460251035355,73.82662414841921,2.052929684392088,58
58,245.93977037747504,75.45328321714834,2.014304514351163,59
59,249.50885217861415,73.78973805770627,2.059969362170101,60
60,257.13255402566807,74.70032904570638,2.0723602966360573,61
61,221.74993218542508,74.84222931790381,1.9306261218211611,62
62,211.4225728161444,74.36083447292532,1.895606230069312,63
63,210.2515065106513,75.1742265900709,1.877498455518692,64
64,215.4353301479516,74.49230625006092,1.9118582473719787,65
65,207.13922622235543,74.54865804698318,1.8747221937840644,66
66,201.35743458391352,73.79537290996369,1.860770195260341,67
67,215.3498690615927,74.83804902942629,1.9040308390562741,68
68,228.4497761590691,75.71664361922366,1.9405687009274075,69
69,233.5848572165019,74.62989153568897,1.9806548915264606,70
70,216.22788152768396,73.14935719351107,1.93233274125804,71
71,210.25858627570645,72.14778859193237,1.9260733940700505,72
72,206.9669199035799,72.73101652225512,1.903127498372184,73
73,206.64159548410134,72.89075456729628,1.8983080639041743,74
74,213.0592693935017,73.7156026772128,1.9121435201635888,75
75,223.38258970386616,74.31524965603215,1.9461559449964698,76
76,213.01857257399254,73.88047225220163,1.9090818633476618,77
77,217.5248538268229,72.80046878331257,1.9475208515444205,78
78,206.77909779774416,72.74649962154908,1.900792104527545,79
79,211.31628460420268,73.10474809051684,1.9149591155428378,80
80,220.3966246803983,72.98879244319437,1.954136916759686,81
81,231.9744700624457,74.55374330894293,1.9725969018854612,82
82,231.03497989994034,74.43446792102347,1.9705547441413205,83
83,258.96478732158977,75.27529485685159,2.0638218519894918,84
84,246.78087175650586,74.8638745803859,2.0254786755492176,85
85,236.8879464001961,77.23954089339085,1.9491478537219538,86
86,219.16534116991753,77.10227978740879,1.8826356785862455,87
87,209.81915626306403,77.432212985163,1.8400649874293853,88
88,197.6050539424854,76.95912362715244,1.7951691966163583,89
89,193.94615810097542,74.0353800791953,1.8219919447888822,90
90,208.4030615249297,74.14279545483005,1.8844250271787668,91
91,213.8212613099302,73.24398969925653,1.9226287472875125,92
92,207.01380601586158,73.8590961020735,1.8821738281193665,93
93,204.79599520537585,74.2229452045155,1.86618613400161,94
94,208.94946367016325,74.45063484406866,1.8817626375092387,95
95,217.59915713571257,74.76328227698353,1.9137149947035441,96
96,224.03603549956043,74.45328901517215,1.9468219941315936,97
97,232.26468640277903,74.52017523558003,1.9800303218397317,98
98,231.77174572670273,74.96862878421304,1.9699482778368642,99
99,236.92584450788107,75.09209237724284,1.9881950246113607,100
100,239.44978672528362,74.97493538487386,1.999395225609652,101
101,256.57948246716217,76.79530912162316,2.030981437869989,102
102,254.14508637271945,77.44956212502764,2.0090229220906264,103
103,255.43515190275232,76.85287341013118,2.0246057075138464,104
104,278.8859367022238,77.31480249882758,2.1003103481455,105
105,287.31114907956163,77.16186763364206,2.1310061614665403,106
106,274.1893333911563,77.03411641119231,2.0884038010843926,107
107,272.6497556749019,77.67980043583165,2.072085002294222,108
108,279.36705621468786,78.32678169353522,2.0836801979513373,109
109,267.7789254830878,78.67563209342366,2.0382132946516696,110
110,253.57306778619494,80.21296128586533,1.963706360272402,111
111,255.99415597107603,79.99727675110945,1.975426953633253,112
112,250.30266012443894,79.19899795549576,1.9674665580615962,113
113,254.85587628754013,80.25106308368052,1.9677461831342633,114
114,258.55393851367864,80.21208028028714,1.9810029654176993,115
115,240.25467680911072,78.05501892884664,1.9486456929261118,116
116,241.3781464560243,78.285080425775,1.9504108255075552,117
117,240.16670703044824,78.71601103887265,1.9393696188399314,118
118,220.66274924542236,77.02434467902181,1.8907602442910738,119
119,216.0802083015198,74.87311169270738,1.9069050435415626,120
120,208.36028152162086,75.85226192426995,1.8595658363778529,121
121,208.69592231886526,75.77833827265975,1.862545127997795,122
