,Returns,Volatility,Sharpe Ratio,Rebalance Frequency
0,155.53880824402202,66.53359992318042,1.7423511054365848,1
1,159.80795908190908,66.69878128184449,1.7642782627683546,2
2,157.7866560135956,66.82097490191913,1.7505320439889491,3
3,156.8406445719546,66.88609989829158,1.7438297385468002,4
4,155.9386245308499,67.03925611387274,1.7360959739644037,5
5,160.51221608094082,67.20461424623184,1.7596132201717125,6
6,162.9979564697893,66.95654048379367,1.778081596547231,7
7,161.50042081429427,67.17761041785178,1.7659569965679132,8
8,169.9588822836564,68.07950389834299,1.7968949247815758,9
9,167.50816280342886,68.25814780948262,1.7804393511336167,10
10,179.41743944949704,68.21564598154416,1.8451730064946834,11
11,168.59771380395952,68.18097240297891,1.7875090289267102,12
12,171.59609436261482,68.5446346608335,1.797948735836739,13
13,170.22149168970378,68.8723620805232,1.7846911504817984,14
14,176.4141418757983,68.6094014905729,1.8230228674871463,15
15,174.35119703414315,68.83676845028884,1.807794946983129,16
16,179.23225438491988,68.94905402787307,1.831607581723571,17
17,192.71334754007336,68.76240386936271,1.9036259400757205,18
18,182.08548971675663,69.10660803757543,1.8435107020298438,19
19,193.45909903356193,69.6849657906038,1.8901993873327987,20
20,194.09428483118845,69.4303473526585,1.8977635040760916,21
21,199.18900306117376,69.26560905444079,1.9253017862786723,22
22,199.53980188498633,69.7822309219204,1.9171811741053553,23
23,187.59091277493147,70.1994059061419,1.8525486264008244,24
24,183.93074007793052,71.46726850882985,1.81327291890665,25
25,180.6732234812194,71.03626054898989,1.804549770351837,26
26,190.9564529150541,71.51254354309438,1.846103871893109,27
27,195.76646611282115,71.12801253811764,1.8760482320198455,28
28,184.2283145971193,71.57354278120403,1.8129741222145732,29
29,193.7962716104554,70.55670904180414,1.8768650510926013,30
30,187.39503465296735,71.1721353696549,1.8356326163689198,31
31,183.53207539442434,71.67943276620015,1.8079070309506438,32
32,189.97313869222617,71.39746956800747,1.8445717321054085,33
33,192.53608660270402,71.51930758285563,1.8543071108020142,34
34,206.02511004711747,72.65833094541743,1.897269256733385,35
35,211.3434081095907,71.40449330392448,1.9428231749632316,36
36,217.2564617795918,72.13658136616256,1.957554436320152,37
37,201.3432819636862,72.44262650932157,1.8809060212299142,38
38,203.49312987841438,73.3095471058599,1.8755378590841807,39
39,230.16962944645866,73.12327036246002,1.9943848191433045,40
40,211.13742580953746,72.37999506639392,1.9259245122261281,41
41,201.96998576517166,72.32929645604077,1.8853731407257415,42
42,210.99456006310874,73.08060538698868,1.913677510507342,43
43,226.8886328072612,72.78795532200118,1.9865916283579401,44
44,227.07472663015173,73.04987576425168,1.9819561772501468,45
45,222.50596089983173,73.15270745905579,1.961291370206259,46
46,213.30289764285584,73.76742294396745,1.9128784730642117,47
47,212.11034111241744,73.68662086020346,1.9091990284605243,48
48,212.8633926905098,73.45068730448267,1.9142687087125403,49
49,210.4059490537366,73.06727692578427,1.9098912419259988,50
50,226.05386946163165,72.66135769285825,1.985605049922864,51
51,217.71210176086996,74.26121956027664,1.9226378140397302,52
52,217.3204625626266,73.65750379798867,1.9310873215485482,53
53,210.97991328897518,74.03896645561953,1.8970815321591787,54
54,217.4286072646082,74.37054977591828,1.9203836498495561,55
55,219.84879869695115,74.79361239410873,1.9234092705835562,56
56,212.83274971070574,74.5173201205449,1.8982454249749237,57
57,221.3169459337645,75.60128842994138,1.9139590185498325,58
58,209.34285056639212,74.81157016575995,1.876561163975382,59
59,224.2333070685158,74.02667693515167,1.953852150703145,60
60,236.46230458067924,75.06088918641541,1.9863319984604302,61
61,201.9010948971128,75.42320564534826,1.8364028276863642,62
62,195.03978676947597,75.6808314240974,1.8026624153319382,63
63,193.14923101481375,76.02763948955611,1.7893197902157687,64
64,194.47046043767938,75.83934278590138,1.7985209111501235,65
65,210.16587628050746,75.77753765303098,1.8689347867845651,66
66,205.72163129284107,76.15488089447607,1.8433828589169183,67
67,197.22738285515072,75.6034944393258,1.814307447058362,68
68,209.32179500105343,76.40391917678406,1.853274273517656,69
69,216.4103918242388,77.94627612362054,1.8568949258113632,70
70,211.55805469536816,77.34136537257997,1.8463899474987724,71
71,216.55225625614665,76.92386666847423,1.8736287588330973,72
72,214.8517011643032,77.76395745887017,1.8547843918622022,73
73,198.06028210707177,76.19798283991878,1.8082502241154002,74
74,193.7747303488128,76.12650687196121,1.7915845312451488,75
75,206.5653092736023,76.64632393450994,1.8403278147430044,76
76,208.12210948132685,76.46749531594335,1.8491326145760811,77
77,196.43355308500765,77.46401339963617,1.784200900799433,78
78,203.94773607249044,76.55448770527626,1.8292406777778902,79
79,203.57855864201352,77.38160347181298,1.8162209761784545,80
80,211.91566599474584,77.70829975242508,1.8458525954859912,81
81,218.1094048037926,76.69622235891462,1.8866550504357262,82
82,210.7653356810514,75.59951331440875,1.8730070611629648,83
83,207.3310005456572,75.67854658839488,1.8567440584616082,84
